id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
638,(unnamed),Scotland,,9269,465.7,606,56.9408,-3.48555,https://tarns.netlify.app/?id=638,"https://www.google.com/maps/@?api=1&map_action=map&center=56.9408,-3.48555&zoom=15&basemap=satellite",0.111,4.39,0.93
639,Llyn Perfeddau,Wales,,9817,465.6,136,52.81854,-3.99109,https://tarns.netlify.app/?id=639,"https://www.google.com/maps/@?api=1&map_action=map&center=52.81854,-3.99109&zoom=15&basemap=satellite",0.722,1.36,0.98
640,Loch nan Stuirteag,Scotland,lake,6549,465.6,100,57.31273,-4.10936,https://tarns.netlify.app/?id=640,"https://www.google.com/maps/@?api=1&map_action=map&center=57.31273,-4.10936&zoom=15&basemap=satellite",0.793,1.16,0.65
641,Lochan Srath Dubh-uisge,Scotland,,70519,465.1,380,56.30361,-4.77848,https://tarns.netlify.app/?id=641,"https://www.google.com/maps/@?api=1&map_action=map&center=56.30361,-4.77848&zoom=15&basemap=satellite",0.759,1.06,7.05
642,(unnamed),Scotland,,6908,465.1,259,57.27879,-5.37456,https://tarns.netlify.app/?id=642,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27879,-5.37456&zoom=15&basemap=satellite",0.443,4.23,0.69
643,Loch Liath,Scotland,lake,24374,465.0,286,57.25094,-4.65854,https://tarns.netlify.app/?id=643,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25094,-4.65854&zoom=15&basemap=satellite",0.538,1.8,2.44
644,(unnamed),Scotland,,6545,464.9,129,58.21636,-4.89367,https://tarns.netlify.app/?id=644,"https://www.google.com/maps/@?api=1&map_action=map&center=58.21636,-4.89367&zoom=15&basemap=satellite",0.597,1.09,0.65
645,(unnamed),Scotland,lake,5220,464.1,117,57.28243,-4.65254,https://tarns.netlify.app/?id=645,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28243,-4.65254&zoom=15&basemap=satellite",0.73,1.92,0.52
646,(unnamed),Scotland,lake,8378,463.7,129,57.28087,-4.65218,https://tarns.netlify.app/?id=646,"https://www.google.com/maps/@?api=1&map_action=map&center=57.28087,-4.65218&zoom=15&basemap=satellite",0.681,1.31,0.84
647,Loch Girvan Eye,Scotland,,11633,463.4,184,55.20241,-4.49675,https://tarns.netlify.app/?id=647,"https://www.google.com/maps/@?api=1&map_action=map&center=55.20241,-4.49675&zoom=15&basemap=satellite",0.692,1.98,1.16
648,(unnamed),Scotland,lake,10164,463.3,160,58.30376,-4.96416,https://tarns.netlify.app/?id=648,"https://www.google.com/maps/@?api=1&map_action=map&center=58.30376,-4.96416&zoom=15&basemap=satellite",0.654,1.49,1.02
649,(unnamed),Wales,,18130,462.9,365,52.20918,-3.80306,https://tarns.netlify.app/?id=649,"https://www.google.com/maps/@?api=1&map_action=map&center=52.20918,-3.80306&zoom=15&basemap=satellite",0.594,4.35,1.81
650,Loch an t-Sabhail,Scotland,,33389,462.6,389,57.27522,-5.38609,https://tarns.netlify.app/?id=650,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27522,-5.38609&zoom=15&basemap=satellite",0.513,2.19,3.34
651,(unnamed),Scotland,,10317,462.5,170,56.69311,-5.84972,https://tarns.netlify.app/?id=651,"https://www.google.com/maps/@?api=1&map_action=map&center=56.69311,-5.84972&zoom=15&basemap=satellite",0.65,1.01,1.03
652,(unnamed),Scotland,,12470,462.5,201,58.14469,-5.0213,https://tarns.netlify.app/?id=652,"https://www.google.com/maps/@?api=1&map_action=map&center=58.14469,-5.0213&zoom=15&basemap=satellite",0.728,2.36,1.25
653,(unnamed),Scotland,,10339,462.3,323,56.2118,-5.23225,https://tarns.netlify.app/?id=653,"https://www.google.com/maps/@?api=1&map_action=map&center=56.2118,-5.23225&zoom=15&basemap=satellite",0.619,6.23,1.03
654,Lochan Dubh,Scotland,,28903,462.2,372,58.30399,-4.81628,https://tarns.netlify.app/?id=654,"https://www.google.com/maps/@?api=1&map_action=map&center=58.30399,-4.81628&zoom=15&basemap=satellite",0.597,2.74,2.89
655,(unnamed),Scotland,,5339,462.0,150,57.00467,-5.75938,https://tarns.netlify.app/?id=655,"https://www.google.com/maps/@?api=1&map_action=map&center=57.00467,-5.75938&zoom=15&basemap=satellite",0.558,2.29,0.53
656,Loch na Dubharaiche,Scotland,,12552,462.0,251,57.26276,-5.39972,https://tarns.netlify.app/?id=656,"https://www.google.com/maps/@?api=1&map_action=map&center=57.26276,-5.39972&zoom=15&basemap=satellite",0.498,2.48,1.26
657,Loch na Leirg,Scotland,,34913,460.8,357,55.95912,-5.12809,https://tarns.netlify.app/?id=657,"https://www.google.com/maps/@?api=1&map_action=map&center=55.95912,-5.12809&zoom=15&basemap=satellite",0.511,1.86,3.49
658,(unnamed),Scotland,,17719,460.7,241,57.27984,-4.64666,https://tarns.netlify.app/?id=658,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27984,-4.64666&zoom=15&basemap=satellite",0.587,1.76,1.77
659,Lochan Beinn Damchain,Scotland,,67031,460.6,544,56.31609,-4.76438,https://tarns.netlify.app/?id=659,"https://www.google.com/maps/@?api=1&map_action=map&center=56.31609,-4.76438&zoom=15&basemap=satellite",0.571,2.43,6.7
660,(unnamed),Scotland,,6872,460.4,171,58.34398,-4.79995,https://tarns.netlify.app/?id=660,"https://www.google.com/maps/@?api=1&map_action=map&center=58.34398,-4.79995&zoom=15&basemap=satellite",0.711,2.88,0.69
661,(unnamed),Scotland,lake,8415,460.1,127,58.34218,-4.73968,https://tarns.netlify.app/?id=661,"https://www.google.com/maps/@?api=1&map_action=map&center=58.34218,-4.73968&zoom=15&basemap=satellite",0.763,1.27,0.84
662,(unnamed),Scotland,pond,57068,460.0,453,56.71546,-5.4688,https://tarns.netlify.app/?id=662,"https://www.google.com/maps/@?api=1&map_action=map&center=56.71546,-5.4688&zoom=15&basemap=satellite",0.681,2.44,5.71
663,(unnamed),Scotland,lake,17035,459.2,243,57.30998,-4.61477,https://tarns.netlify.app/?id=663,"https://www.google.com/maps/@?api=1&map_action=map&center=57.30998,-4.61477&zoom=15&basemap=satellite",0.733,2.44,1.7
664,(unnamed),Scotland,lake,9601,459.1,221,58.30531,-4.96025,https://tarns.netlify.app/?id=664,"https://www.google.com/maps/@?api=1&map_action=map&center=58.30531,-4.96025&zoom=15&basemap=satellite",0.497,2.41,0.96
665,Loch na Faoileige,Scotland,,12695,459.1,198,57.31203,-4.603,https://tarns.netlify.app/?id=665,"https://www.google.com/maps/@?api=1&map_action=map&center=57.31203,-4.603&zoom=15&basemap=satellite",0.461,1.15,1.27
666,Llyn Gorast,Wales,,15862,458.8,243,52.25279,-3.77087,https://tarns.netlify.app/?id=666,"https://www.google.com/maps/@?api=1&map_action=map&center=52.25279,-3.77087&zoom=15&basemap=satellite",0.594,2.07,1.59
667,(unnamed),Scotland,lake,16733,458.5,274,56.89552,-5.56039,https://tarns.netlify.app/?id=667,"https://www.google.com/maps/@?api=1&map_action=map&center=56.89552,-5.56039&zoom=15&basemap=satellite",0.526,2.3,1.67
668,(unnamed),Scotland,lake,14128,458.5,202,57.31206,-4.6095,https://tarns.netlify.app/?id=668,"https://www.google.com/maps/@?api=1&map_action=map&center=57.31206,-4.6095&zoom=15&basemap=satellite",0.646,1.46,1.41
669,Loch Liath,Scotland,lake,247388,457.9,776,57.23791,-4.76268,https://tarns.netlify.app/?id=669,"https://www.google.com/maps/@?api=1&map_action=map&center=57.23791,-4.76268&zoom=15&basemap=satellite",0.711,1.73,24.74
670,Loch Loch,Scotland,,321332,457.5,1889,56.85131,-3.66437,https://tarns.netlify.app/?id=670,"https://www.google.com/maps/@?api=1&map_action=map&center=56.85131,-3.66437&zoom=15&basemap=satellite",0.591,6.53,32.13
671,(unnamed),Scotland,pond,13075,457.4,163,58.11727,-5.02393,https://tarns.netlify.app/?id=671,"https://www.google.com/maps/@?api=1&map_action=map&center=58.11727,-5.02393&zoom=15&basemap=satellite",0.689,1.22,1.31
672,Loch nan Eun,Scotland,,38052,457.4,479,57.67489,-4.93507,https://tarns.netlify.app/?id=672,"https://www.google.com/maps/@?api=1&map_action=map&center=57.67489,-4.93507&zoom=15&basemap=satellite",0.527,3.13,3.81
673,(unnamed),Scotland,,14787,456.6,248,56.24873,-5.17172,https://tarns.netlify.app/?id=673,"https://www.google.com/maps/@?api=1&map_action=map&center=56.24873,-5.17172&zoom=15&basemap=satellite",0.532,2.11,1.48
674,Llyn Cwn-byr,Wales,,19628,456.3,384,52.52092,-3.74361,https://tarns.netlify.app/?id=674,"https://www.google.com/maps/@?api=1&map_action=map&center=52.52092,-3.74361&zoom=15&basemap=satellite",0.511,3.83,1.96
675,Bugeilyn,Wales,,86703,456.1,688,52.51532,-3.73682,https://tarns.netlify.app/?id=675,"https://www.google.com/maps/@?api=1&map_action=map&center=52.51532,-3.73682&zoom=15&basemap=satellite",0.585,3.18,8.67
676,(unnamed),Scotland,,72874,456.0,458,58.12698,-4.85833,https://tarns.netlify.app/?id=676,"https://www.google.com/maps/@?api=1&map_action=map&center=58.12698,-4.85833&zoom=15&basemap=satellite",0.65,1.71,7.29
677,(unnamed),Scotland,,16060,455.8,220,57.82026,-5.11288,https://tarns.netlify.app/?id=677,"https://www.google.com/maps/@?api=1&map_action=map&center=57.82026,-5.11288&zoom=15&basemap=satellite",0.62,1.84,1.61
678,Llyn Coch-hwyad,Wales,,88092,454.9,506,52.68597,-3.5966,https://tarns.netlify.app/?id=678,"https://www.google.com/maps/@?api=1&map_action=map&center=52.68597,-3.5966&zoom=15&basemap=satellite",0.655,1.88,8.81
679,(unnamed),Scotland,lake,8658,454.8,201,57.60204,-4.76901,https://tarns.netlify.app/?id=679,"https://www.google.com/maps/@?api=1&map_action=map&center=57.60204,-4.76901&zoom=15&basemap=satellite",0.463,2.14,0.87
680,(unnamed),Scotland,pond,6754,454.8,145,58.45916,-4.81515,https://tarns.netlify.app/?id=680,"https://www.google.com/maps/@?api=1&map_action=map&center=58.45916,-4.81515&zoom=15&basemap=satellite",0.685,2.09,0.68
681,Llyn Conwy,Wales,lake,394008,454.3,931,52.99923,-3.81914,https://tarns.netlify.app/?id=681,"https://www.google.com/maps/@?api=1&map_action=map&center=52.99923,-3.81914&zoom=15&basemap=satellite",0.637,1.14,39.4
682,Loch a' Bhealaich,Scotland,,11728,453.9,148,57.57147,-4.79393,https://tarns.netlify.app/?id=682,"https://www.google.com/maps/@?api=1&map_action=map&center=57.57147,-4.79393&zoom=15&basemap=satellite",0.705,1.29,1.17
683,Loch na Faolaig,Scotland,,11898,453.5,284,57.2731,-5.47571,https://tarns.netlify.app/?id=683,"https://www.google.com/maps/@?api=1&map_action=map&center=57.2731,-5.47571&zoom=15&basemap=satellite",0.446,3.03,1.19
684,(unnamed),Scotland,,6446,453.5,124,58.40336,-4.56229,https://tarns.netlify.app/?id=684,"https://www.google.com/maps/@?api=1&map_action=map&center=58.40336,-4.56229&zoom=15&basemap=satellite",0.654,1.31,0.64
685,Llyn Arenig Fach,Wales,,119980,453.0,606,52.96013,-3.74694,https://tarns.netlify.app/?id=685,"https://www.google.com/maps/@?api=1&map_action=map&center=52.96013,-3.74694&zoom=15&basemap=satellite",0.649,1.98,12.0
686,(unnamed),Scotland,,6884,452.8,156,57.76493,-5.18031,https://tarns.netlify.app/?id=686,"https://www.google.com/maps/@?api=1&map_action=map&center=57.76493,-5.18031&zoom=15&basemap=satellite",0.773,2.73,0.69
687,(unnamed),Scotland,,7557,452.4,141,56.24398,-5.17308,https://tarns.netlify.app/?id=687,"https://www.google.com/maps/@?api=1&map_action=map&center=56.24398,-5.17308&zoom=15&basemap=satellite",0.551,1.29,0.76
688,Loch a' Bhealaich,Scotland,,37592,452.3,337,57.25052,-4.5663,https://tarns.netlify.app/?id=688,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25052,-4.5663&zoom=15&basemap=satellite",0.453,1.22,3.76
689,Boyne Water,England,,11964,452.1,215,52.45855,-2.59047,https://tarns.netlify.app/?id=689,"https://www.google.com/maps/@?api=1&map_action=map&center=52.45855,-2.59047&zoom=15&basemap=satellite",0.699,2.68,1.2
690,Llyn Dyrnogydd,Wales,,17880,451.9,257,53.02035,-3.94971,https://tarns.netlify.app/?id=690,"https://www.google.com/maps/@?api=1&map_action=map&center=53.02035,-3.94971&zoom=15&basemap=satellite",0.736,2.67,1.79
691,Dubh Lochan,Scotland,,21645,451.8,299,56.78125,-4.11199,https://tarns.netlify.app/?id=691,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78125,-4.11199&zoom=15&basemap=satellite",0.437,1.8,2.16
692,Fish Lake,England,,22381,451.6,304,54.59631,-2.22884,https://tarns.netlify.app/?id=692,"https://www.google.com/maps/@?api=1&map_action=map&center=54.59631,-2.22884&zoom=15&basemap=satellite",0.489,1.63,2.24
693,(unnamed),Scotland,,9488,451.6,149,57.10282,-5.61468,https://tarns.netlify.app/?id=693,"https://www.google.com/maps/@?api=1&map_action=map&center=57.10282,-5.61468&zoom=15&basemap=satellite",0.682,1.29,0.95
694,Small Water,England,,43837,451.4,340,54.48262,-2.84261,https://tarns.netlify.app/?id=694,"https://www.google.com/maps/@?api=1&map_action=map&center=54.48262,-2.84261&zoom=15&basemap=satellite",0.658,1.1,4.38
695,Lochan a’ Ghaorra,Scotland,pond,5129,451.3,112,56.92709,-4.04608,https://tarns.netlify.app/?id=695,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92709,-4.04608&zoom=15&basemap=satellite",0.693,1.37,0.51
696,Coire Loch,Scotland,,172281,451.0,780,58.31396,-4.78704,https://tarns.netlify.app/?id=696,"https://www.google.com/maps/@?api=1&map_action=map&center=58.31396,-4.78704&zoom=15&basemap=satellite",0.592,1.9,17.23
697,Loch Coire nan Crogachan,Scotland,,10054,450.9,164,57.19085,-5.44482,https://tarns.netlify.app/?id=697,"https://www.google.com/maps/@?api=1&map_action=map&center=57.19085,-5.44482&zoom=15&basemap=satellite",0.654,1.7,1.01
698,Llyn Serw,Wales,lake,7132,450.9,128,52.96891,-3.81862,https://tarns.netlify.app/?id=698,"https://www.google.com/maps/@?api=1&map_action=map&center=52.96891,-3.81862&zoom=15&basemap=satellite",0.711,1.44,0.71
699,Loch Meallan an Fhudair,Scotland,,25047,450.8,231,57.683,-5.25121,https://tarns.netlify.app/?id=699,"https://www.google.com/maps/@?api=1&map_action=map&center=57.683,-5.25121&zoom=15&basemap=satellite",0.666,1.11,2.5
700,(unnamed),Scotland,,5598,450.6,131,58.19722,-4.29072,https://tarns.netlify.app/?id=700,"https://www.google.com/maps/@?api=1&map_action=map&center=58.19722,-4.29072&zoom=15&basemap=satellite",0.562,1.56,0.56
701,Lochan Pollaig,Scotland,lake,38407,450.0,332,57.84647,-4.71711,https://tarns.netlify.app/?id=701,"https://www.google.com/maps/@?api=1&map_action=map&center=57.84647,-4.71711&zoom=15&basemap=satellite",0.682,1.58,3.84
702,(unnamed),Scotland,,7413,449.8,138,58.19953,-4.28756,https://tarns.netlify.app/?id=702,"https://www.google.com/maps/@?api=1&map_action=map&center=58.19953,-4.28756&zoom=15&basemap=satellite",0.619,1.18,0.74
703,Llyn Du-Bâch,Wales,,24377,449.8,345,52.99627,-3.90954,https://tarns.netlify.app/?id=703,"https://www.google.com/maps/@?api=1&map_action=map&center=52.99627,-3.90954&zoom=15&basemap=satellite",0.445,2.17,2.44
704,(unnamed),Scotland,lake,9963,449.6,197,57.2519,-4.62732,https://tarns.netlify.app/?id=704,"https://www.google.com/maps/@?api=1&map_action=map&center=57.2519,-4.62732&zoom=15&basemap=satellite",0.551,2.14,1.0
705,Lochan Sgeireach,Scotland,,69640,449.5,405,57.54547,-5.18643,https://tarns.netlify.app/?id=705,"https://www.google.com/maps/@?api=1&map_action=map&center=57.54547,-5.18643&zoom=15&basemap=satellite",0.689,1.41,6.96
706,(unnamed),Scotland,lake,15002,449.4,188,58.3076,-4.95929,https://tarns.netlify.app/?id=706,"https://www.google.com/maps/@?api=1&map_action=map&center=58.3076,-4.95929&zoom=15&basemap=satellite",0.646,1.46,1.5
707,(unnamed),Scotland,,28085,449.3,309,58.36701,-4.78516,https://tarns.netlify.app/?id=707,"https://www.google.com/maps/@?api=1&map_action=map&center=58.36701,-4.78516&zoom=15&basemap=satellite",0.508,1.12,2.81
708,Loch Dubh a' Chuail,Scotland,lake,174267,449.3,638,58.21028,-4.81696,https://tarns.netlify.app/?id=708,"https://www.google.com/maps/@?api=1&map_action=map&center=58.21028,-4.81696&zoom=15&basemap=satellite",0.662,1.52,17.43
709,Loch Gorm Mòr,Scotland,,12907,449.3,247,57.27125,-5.46259,https://tarns.netlify.app/?id=709,"https://www.google.com/maps/@?api=1&map_action=map&center=57.27125,-5.46259&zoom=15&basemap=satellite",0.607,2.85,1.29
710,(unnamed),Scotland,,13420,449.3,173,58.13093,-5.06191,https://tarns.netlify.app/?id=710,"https://www.google.com/maps/@?api=1&map_action=map&center=58.13093,-5.06191&zoom=15&basemap=satellite",0.618,1.14,1.34
711,(unnamed),Scotland,,14348,449.3,318,58.13226,-5.06402,https://tarns.netlify.app/?id=711,"https://www.google.com/maps/@?api=1&map_action=map&center=58.13226,-5.06402&zoom=15&basemap=satellite",0.461,3.16,1.43
712,(unnamed),Scotland,,6496,448.9,114,58.22559,-4.89618,https://tarns.netlify.app/?id=712,"https://www.google.com/maps/@?api=1&map_action=map&center=58.22559,-4.89618&zoom=15&basemap=satellite",0.719,1.04,0.65
713,(unnamed),Scotland,,5717,448.9,124,58.40459,-4.56148,https://tarns.netlify.app/?id=713,"https://www.google.com/maps/@?api=1&map_action=map&center=58.40459,-4.56148&zoom=15&basemap=satellite",0.728,1.79,0.57
714,(unnamed),Scotland,lake,5853,448.9,161,57.1955,-4.92331,https://tarns.netlify.app/?id=714,"https://www.google.com/maps/@?api=1&map_action=map&center=57.1955,-4.92331&zoom=15&basemap=satellite",0.587,2.5,0.59
715,Loch Boltachan,Scotland,lake,89890,448.8,495,56.40934,-4.10948,https://tarns.netlify.app/?id=715,"https://www.google.com/maps/@?api=1&map_action=map&center=56.40934,-4.10948&zoom=15&basemap=satellite",0.58,1.03,8.99
716,(unnamed),Scotland,,5700,448.4,152,58.20568,-4.29636,https://tarns.netlify.app/?id=716,"https://www.google.com/maps/@?api=1&map_action=map&center=58.20568,-4.29636&zoom=15&basemap=satellite",0.533,2.16,0.57
717,Loch na Bioraich,Scotland,lake,12858,448.0,223,56.80656,-5.62216,https://tarns.netlify.app/?id=717,"https://www.google.com/maps/@?api=1&map_action=map&center=56.80656,-5.62216&zoom=15&basemap=satellite",0.602,2.32,1.29
718,(unnamed),Scotland,pond,16669,447.5,215,57.87605,-5.02594,https://tarns.netlify.app/?id=718,"https://www.google.com/maps/@?api=1&map_action=map&center=57.87605,-5.02594&zoom=15&basemap=satellite",0.62,1.67,1.67
719,(unnamed),Scotland,,5637,447.4,199,58.24013,-4.8778,https://tarns.netlify.app/?id=719,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24013,-4.8778&zoom=15&basemap=satellite",0.343,2.41,0.56
720,Lochan Tom Ailein,Scotland,lake,17015,447.3,217,56.73612,-4.82842,https://tarns.netlify.app/?id=720,"https://www.google.com/maps/@?api=1&map_action=map&center=56.73612,-4.82842&zoom=15&basemap=satellite",0.575,1.42,1.7
721,An Gorm -loch,Scotland,,63374,447.3,520,58.40007,-4.57395,https://tarns.netlify.app/?id=721,"https://www.google.com/maps/@?api=1&map_action=map&center=58.40007,-4.57395&zoom=15&basemap=satellite",0.591,2.47,6.34
722,Llyn Fach,Wales,,30645,447.3,294,51.72184,-3.58617,https://tarns.netlify.app/?id=722,"https://www.google.com/maps/@?api=1&map_action=map&center=51.72184,-3.58617&zoom=15&basemap=satellite",0.714,1.89,3.06
723,(unnamed),Scotland,,9611,447.3,244,57.78436,-5.09751,https://tarns.netlify.app/?id=723,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78436,-5.09751&zoom=15&basemap=satellite",0.505,3.11,0.96
724,(unnamed),Scotland,,12761,447.2,256,56.92883,-5.76702,https://tarns.netlify.app/?id=724,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92883,-5.76702&zoom=15&basemap=satellite",0.595,3.05,1.28
725,(unnamed),Scotland,,18922,447.0,214,58.25632,-4.83996,https://tarns.netlify.app/?id=725,"https://www.google.com/maps/@?api=1&map_action=map&center=58.25632,-4.83996&zoom=15&basemap=satellite",0.667,1.37,1.89
726,(unnamed),Wales,,5866,446.9,130,52.5065,-3.8639,https://tarns.netlify.app/?id=726,"https://www.google.com/maps/@?api=1&map_action=map&center=52.5065,-3.8639&zoom=15&basemap=satellite",0.635,1.82,0.59
727,Lochan Dearg Beag,Scotland,,6401,446.8,165,57.5148,-5.43264,https://tarns.netlify.app/?id=727,"https://www.google.com/maps/@?api=1&map_action=map&center=57.5148,-5.43264&zoom=15&basemap=satellite",0.551,2.33,0.64
