id,name,country,water_type,area_sqm,elevation,length_m,lat,lon,os_map,google_sat,compactness,aspect_ratio,area_hectares
815,(unnamed),Scotland,,15409,429.7,236,57.48556,-5.76644,https://tarns.netlify.app/?id=815,"https://www.google.com/maps/@?api=1&map_action=map&center=57.48556,-5.76644&zoom=15&basemap=satellite",0.663,2.18,1.54
816,(unnamed),Scotland,,23770,429.6,212,58.24586,-4.94158,https://tarns.netlify.app/?id=816,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24586,-4.94158&zoom=15&basemap=satellite",0.751,1.26,2.38
817,(unnamed),Scotland,lake,12808,429.5,184,55.88028,-6.00243,https://tarns.netlify.app/?id=817,"https://www.google.com/maps/@?api=1&map_action=map&center=55.88028,-6.00243&zoom=15&basemap=satellite",0.683,1.66,1.28
818,(unnamed),Scotland,,10096,429.4,183,57.7809,-5.1026,https://tarns.netlify.app/?id=818,"https://www.google.com/maps/@?api=1&map_action=map&center=57.7809,-5.1026&zoom=15&basemap=satellite",0.569,1.4,1.01
819,(unnamed),Scotland,,11841,429.0,201,57.25867,-6.40684,https://tarns.netlify.app/?id=819,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25867,-6.40684&zoom=15&basemap=satellite",0.61,2.0,1.18
820,Little Loch Skiach,Scotland,,104220,428.9,540,56.60132,-3.70491,https://tarns.netlify.app/?id=820,"https://www.google.com/maps/@?api=1&map_action=map&center=56.60132,-3.70491&zoom=15&basemap=satellite",0.65,1.6,10.42
821,Loch Mhuilich,Scotland,,153433,428.9,779,57.43879,-5.12518,https://tarns.netlify.app/?id=821,"https://www.google.com/maps/@?api=1&map_action=map&center=57.43879,-5.12518&zoom=15&basemap=satellite",0.685,2.71,15.34
822,Llyn Llydaw,Wales,lake,431733,428.8,1399,53.06802,-4.0491,https://tarns.netlify.app/?id=822,"https://www.google.com/maps/@?api=1&map_action=map&center=53.06802,-4.0491&zoom=15&basemap=satellite",0.589,2.64,43.17
823,(unnamed),Wales,,8319,428.8,185,52.28695,-3.78664,https://tarns.netlify.app/?id=823,"https://www.google.com/maps/@?api=1&map_action=map&center=52.28695,-3.78664&zoom=15&basemap=satellite",0.539,2.21,0.83
824,(unnamed),Scotland,lake,19117,428.8,234,57.51134,-4.76414,https://tarns.netlify.app/?id=824,"https://www.google.com/maps/@?api=1&map_action=map&center=57.51134,-4.76414&zoom=15&basemap=satellite",0.704,1.94,1.91
825,(unnamed),Scotland,,12032,428.6,177,57.65139,-5.27246,https://tarns.netlify.app/?id=825,"https://www.google.com/maps/@?api=1&map_action=map&center=57.65139,-5.27246&zoom=15&basemap=satellite",0.498,1.05,1.2
826,(unnamed),Scotland,pond,6498,428.4,211,58.24359,-4.60785,https://tarns.netlify.app/?id=826,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24359,-4.60785&zoom=15&basemap=satellite",0.438,2.95,0.65
827,(unnamed),Scotland,,12872,428.3,171,57.7568,-5.15196,https://tarns.netlify.app/?id=827,"https://www.google.com/maps/@?api=1&map_action=map&center=57.7568,-5.15196&zoom=15&basemap=satellite",0.672,1.37,1.29
828,(unnamed),Scotland,,14639,428.0,196,56.89001,-4.40397,https://tarns.netlify.app/?id=828,"https://www.google.com/maps/@?api=1&map_action=map&center=56.89001,-4.40397&zoom=15&basemap=satellite",0.701,1.81,1.46
829,Loch Skiach,Scotland,,382322,428.0,1160,56.60848,-3.71055,https://tarns.netlify.app/?id=829,"https://www.google.com/maps/@?api=1&map_action=map&center=56.60848,-3.71055&zoom=15&basemap=satellite",0.497,1.59,38.23
830,Loch na Feannaig,Scotland,lake,13616,428.0,233,57.24418,-4.65941,https://tarns.netlify.app/?id=830,"https://www.google.com/maps/@?api=1&map_action=map&center=57.24418,-4.65941&zoom=15&basemap=satellite",0.512,1.7,1.36
831,Loch a' Bhànain,Scotland,,77599,427.9,523,56.99416,-4.58667,https://tarns.netlify.app/?id=831,"https://www.google.com/maps/@?api=1&map_action=map&center=56.99416,-4.58667&zoom=15&basemap=satellite",0.593,2.06,7.76
832,(unnamed),Scotland,,9738,427.9,247,56.22887,-5.19768,https://tarns.netlify.app/?id=832,"https://www.google.com/maps/@?api=1&map_action=map&center=56.22887,-5.19768&zoom=15&basemap=satellite",0.521,3.26,0.97
833,(unnamed),Scotland,,17949,427.9,197,58.01286,-5.20761,https://tarns.netlify.app/?id=833,"https://www.google.com/maps/@?api=1&map_action=map&center=58.01286,-5.20761&zoom=15&basemap=satellite",0.748,1.62,1.79
834,(unnamed),Scotland,pond,7836,427.8,169,57.88576,-5.00922,https://tarns.netlify.app/?id=834,"https://www.google.com/maps/@?api=1&map_action=map&center=57.88576,-5.00922&zoom=15&basemap=satellite",0.623,2.18,0.78
835,(unnamed),Scotland,lake,13398,427.6,249,56.27959,-5.16483,https://tarns.netlify.app/?id=835,"https://www.google.com/maps/@?api=1&map_action=map&center=56.27959,-5.16483&zoom=15&basemap=satellite",0.674,3.11,1.34
836,(unnamed),Scotland,,9908,427.5,169,58.26445,-4.89892,https://tarns.netlify.app/?id=836,"https://www.google.com/maps/@?api=1&map_action=map&center=58.26445,-4.89892&zoom=15&basemap=satellite",0.587,1.56,0.99
837,Loch a' Chinn Ghairbh,Scotland,,27603,427.1,335,56.0517,-5.86873,https://tarns.netlify.app/?id=837,"https://www.google.com/maps/@?api=1&map_action=map&center=56.0517,-5.86873&zoom=15&basemap=satellite",0.58,2.09,2.76
838,Loch an t Sionnaich,Scotland,,25171,427.1,264,57.25846,-4.60013,https://tarns.netlify.app/?id=838,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25846,-4.60013&zoom=15&basemap=satellite",0.609,1.68,2.52
839,(unnamed),Scotland,,7821,427.0,165,57.13226,-5.50342,https://tarns.netlify.app/?id=839,"https://www.google.com/maps/@?api=1&map_action=map&center=57.13226,-5.50342&zoom=15&basemap=satellite",0.722,2.48,0.78
840,(unnamed),Scotland,,7276,426.5,130,57.75821,-5.15295,https://tarns.netlify.app/?id=840,"https://www.google.com/maps/@?api=1&map_action=map&center=57.75821,-5.15295&zoom=15&basemap=satellite",0.749,1.08,0.73
841,(unnamed),Scotland,pond,6128,426.4,152,57.88804,-5.00585,https://tarns.netlify.app/?id=841,"https://www.google.com/maps/@?api=1&map_action=map&center=57.88804,-5.00585&zoom=15&basemap=satellite",0.478,1.04,0.61
842,(unnamed),Scotland,,6298,426.2,149,57.75707,-5.15587,https://tarns.netlify.app/?id=842,"https://www.google.com/maps/@?api=1&map_action=map&center=57.75707,-5.15587&zoom=15&basemap=satellite",0.687,2.2,0.63
843,(unnamed),Scotland,,19641,426.0,285,58.24755,-4.93751,https://tarns.netlify.app/?id=843,"https://www.google.com/maps/@?api=1&map_action=map&center=58.24755,-4.93751&zoom=15&basemap=satellite",0.491,2.02,1.96
844,Lochan Bealach Cornaidh,Scotland,,70325,425.9,457,58.20564,-5.05016,https://tarns.netlify.app/?id=844,"https://www.google.com/maps/@?api=1&map_action=map&center=58.20564,-5.05016&zoom=15&basemap=satellite",0.751,1.94,7.03
845,(unnamed),Scotland,,22839,425.6,254,58.37874,-4.76685,https://tarns.netlify.app/?id=845,"https://www.google.com/maps/@?api=1&map_action=map&center=58.37874,-4.76685&zoom=15&basemap=satellite",0.655,1.56,2.28
846,Loch an t-Seilich,Scotland,,1089360,425.5,2734,56.95278,-4.04348,https://tarns.netlify.app/?id=846,"https://www.google.com/maps/@?api=1&map_action=map&center=56.95278,-4.04348&zoom=15&basemap=satellite",0.587,4.02,108.94
847,(unnamed),Scotland,lake,15101,425.5,222,56.8875,-5.52093,https://tarns.netlify.app/?id=847,"https://www.google.com/maps/@?api=1&map_action=map&center=56.8875,-5.52093&zoom=15&basemap=satellite",0.581,1.76,1.51
848,(unnamed),Scotland,,8211,425.0,163,56.03249,-5.87528,https://tarns.netlify.app/?id=848,"https://www.google.com/maps/@?api=1&map_action=map&center=56.03249,-5.87528&zoom=15&basemap=satellite",0.577,1.4,0.82
849,Loch Scalabsdale,Scotland,,43301,424.6,365,58.19622,-3.76564,https://tarns.netlify.app/?id=849,"https://www.google.com/maps/@?api=1&map_action=map&center=58.19622,-3.76564&zoom=15&basemap=satellite",0.699,2.1,4.33
850,Llyn Hesgyn,Wales,,31005,424.4,276,52.98402,-3.66231,https://tarns.netlify.app/?id=850,"https://www.google.com/maps/@?api=1&map_action=map&center=52.98402,-3.66231&zoom=15&basemap=satellite",0.686,1.15,3.1
851,(unnamed),Scotland,,8871,424.1,155,57.80014,-5.12771,https://tarns.netlify.app/?id=851,"https://www.google.com/maps/@?api=1&map_action=map&center=57.80014,-5.12771&zoom=15&basemap=satellite",0.675,1.79,0.89
852,Loch a' Chaorainn,Scotland,,343094,423.8,1193,57.77429,-4.57937,https://tarns.netlify.app/?id=852,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77429,-4.57937&zoom=15&basemap=satellite",0.522,2.0,34.31
853,Hayeswater,England,,168406,423.7,964,54.50174,-2.87964,https://tarns.netlify.app/?id=853,"https://www.google.com/maps/@?api=1&map_action=map&center=54.50174,-2.87964&zoom=15&basemap=satellite",0.631,3.38,16.84
854,Lochan Oisinneach Mor,Scotland,,240919,423.5,789,56.67517,-3.58381,https://tarns.netlify.app/?id=854,"https://www.google.com/maps/@?api=1&map_action=map&center=56.67517,-3.58381&zoom=15&basemap=satellite",0.589,1.16,24.09
855,Llyn Conach,Wales,,72931,423.4,660,52.52165,-3.85812,https://tarns.netlify.app/?id=855,"https://www.google.com/maps/@?api=1&map_action=map&center=52.52165,-3.85812&zoom=15&basemap=satellite",0.621,3.65,7.29
856,Lochan na Càrr,Scotland,,12981,423.3,194,56.7332,-3.97588,https://tarns.netlify.app/?id=856,"https://www.google.com/maps/@?api=1&map_action=map&center=56.7332,-3.97588&zoom=15&basemap=satellite",0.674,1.94,1.3
857,Llyn y Gwaith,Wales,,48662,423.2,521,52.13818,-3.94243,https://tarns.netlify.app/?id=857,"https://www.google.com/maps/@?api=1&map_action=map&center=52.13818,-3.94243&zoom=15&basemap=satellite",0.812,4.52,4.87
858,Loch Pattack,Scotland,lake,681236,422.6,1531,56.87912,-4.39981,https://tarns.netlify.app/?id=858,"https://www.google.com/maps/@?api=1&map_action=map&center=56.87912,-4.39981&zoom=15&basemap=satellite",0.579,1.93,68.12
859,Loch Mhoicean,Scotland,,198694,422.4,1101,57.33327,-5.20293,https://tarns.netlify.app/?id=859,"https://www.google.com/maps/@?api=1&map_action=map&center=57.33327,-5.20293&zoom=15&basemap=satellite",0.598,3.64,19.87
860,(unnamed),Scotland,,20268,422.4,267,56.92288,-5.71416,https://tarns.netlify.app/?id=860,"https://www.google.com/maps/@?api=1&map_action=map&center=56.92288,-5.71416&zoom=15&basemap=satellite",0.65,2.24,2.03
861,(unnamed),Scotland,,21808,422.1,259,56.97016,-5.59238,https://tarns.netlify.app/?id=861,"https://www.google.com/maps/@?api=1&map_action=map&center=56.97016,-5.59238&zoom=15&basemap=satellite",0.623,1.72,2.18
862,Llyn Gynon,Wales,lake,248305,421.6,826,52.26678,-3.76061,https://tarns.netlify.app/?id=862,"https://www.google.com/maps/@?api=1&map_action=map&center=52.26678,-3.76061&zoom=15&basemap=satellite",0.608,1.2,24.83
863,(unnamed),Scotland,,60601,421.5,415,57.76271,-5.18688,https://tarns.netlify.app/?id=863,"https://www.google.com/maps/@?api=1&map_action=map&center=57.76271,-5.18688&zoom=15&basemap=satellite",0.672,1.86,6.06
864,(unnamed),Scotland,,20796,421.2,325,56.48757,-5.21699,https://tarns.netlify.app/?id=864,"https://www.google.com/maps/@?api=1&map_action=map&center=56.48757,-5.21699&zoom=15&basemap=satellite",0.606,3.07,2.08
865,(unnamed),Scotland,pond,5442,421.2,145,58.12969,-5.03231,https://tarns.netlify.app/?id=865,"https://www.google.com/maps/@?api=1&map_action=map&center=58.12969,-5.03231&zoom=15&basemap=satellite",0.508,1.68,0.54
866,(unnamed),Scotland,pond,48510,420.6,399,57.259,-4.93764,https://tarns.netlify.app/?id=866,"https://www.google.com/maps/@?api=1&map_action=map&center=57.259,-4.93764&zoom=15&basemap=satellite",0.685,2.25,4.85
867,Llyn Egnant,Wales,lake,176710,420.5,861,52.2892,-3.77185,https://tarns.netlify.app/?id=867,"https://www.google.com/maps/@?api=1&map_action=map&center=52.2892,-3.77185&zoom=15&basemap=satellite",0.624,2.6,17.67
868,Loch Cruinn,Scotland,,18276,420.5,227,56.78592,-4.14171,https://tarns.netlify.app/?id=868,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78592,-4.14171&zoom=15&basemap=satellite",0.699,1.24,1.83
869,(unnamed),Scotland,,9609,419.9,173,56.22811,-5.21197,https://tarns.netlify.app/?id=869,"https://www.google.com/maps/@?api=1&map_action=map&center=56.22811,-5.21197&zoom=15&basemap=satellite",0.731,2.28,0.96
870,(unnamed),Scotland,,5874,419.8,131,58.4068,-4.44799,https://tarns.netlify.app/?id=870,"https://www.google.com/maps/@?api=1&map_action=map&center=58.4068,-4.44799&zoom=15&basemap=satellite",0.688,2.02,0.59
871,Llyn Tarw,Wales,,62982,419.8,627,52.56585,-3.44686,https://tarns.netlify.app/?id=871,"https://www.google.com/maps/@?api=1&map_action=map&center=52.56585,-3.44686&zoom=15&basemap=satellite",0.624,3.81,6.3
872,Llyn Conglog Bach,Wales,lake,10685,419.7,187,52.92931,-3.84979,https://tarns.netlify.app/?id=872,"https://www.google.com/maps/@?api=1&map_action=map&center=52.92931,-3.84979&zoom=15&basemap=satellite",0.586,1.77,1.07
873,Lochan na Creige,Scotland,lake,25245,419.7,327,56.78781,-5.67015,https://tarns.netlify.app/?id=873,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78781,-5.67015&zoom=15&basemap=satellite",0.422,1.4,2.52
874,(unnamed),Scotland,,6123,419.6,132,55.85797,-5.55378,https://tarns.netlify.app/?id=874,"https://www.google.com/maps/@?api=1&map_action=map&center=55.85797,-5.55378&zoom=15&basemap=satellite",0.775,2.14,0.61
875,(unnamed),Scotland,,5394,419.6,127,56.93187,-5.75744,https://tarns.netlify.app/?id=875,"https://www.google.com/maps/@?api=1&map_action=map&center=56.93187,-5.75744&zoom=15&basemap=satellite",0.584,1.39,0.54
876,(unnamed),Scotland,,15048,419.4,191,57.77661,-5.08839,https://tarns.netlify.app/?id=876,"https://www.google.com/maps/@?api=1&map_action=map&center=57.77661,-5.08839&zoom=15&basemap=satellite",0.748,1.72,1.5
877,Llyn Conglog Mawr,Wales,,34033,419.3,271,52.93159,-3.84771,https://tarns.netlify.app/?id=877,"https://www.google.com/maps/@?api=1&map_action=map&center=52.93159,-3.84771&zoom=15&basemap=satellite",0.739,1.39,3.4
878,Loch a' Bhreac-bheinne,Scotland,lake,7050,419.3,168,57.92205,-4.53653,https://tarns.netlify.app/?id=878,"https://www.google.com/maps/@?api=1&map_action=map&center=57.92205,-4.53653&zoom=15&basemap=satellite",0.688,2.76,0.7
879,(unnamed),Scotland,pond,7060,419.2,184,57.9325,-5.05864,https://tarns.netlify.app/?id=879,"https://www.google.com/maps/@?api=1&map_action=map&center=57.9325,-5.05864&zoom=15&basemap=satellite",0.503,2.4,0.71
880,LLyn Dwfn,Wales,,12256,419.1,171,52.51692,-3.8598,https://tarns.netlify.app/?id=880,"https://www.google.com/maps/@?api=1&map_action=map&center=52.51692,-3.8598&zoom=15&basemap=satellite",0.736,1.66,1.23
881,(unnamed),Scotland,,8708,419.1,142,57.25393,-6.40031,https://tarns.netlify.app/?id=881,"https://www.google.com/maps/@?api=1&map_action=map&center=57.25393,-6.40031&zoom=15&basemap=satellite",0.626,1.01,0.87
882,Llyn Foel-Dinas,Wales,,7441,419.1,134,52.71609,-3.70348,https://tarns.netlify.app/?id=882,"https://www.google.com/maps/@?api=1&map_action=map&center=52.71609,-3.70348&zoom=15&basemap=satellite",0.649,1.27,0.74
883,(unnamed),Scotland,,16000,419.1,182,58.2259,-4.91016,https://tarns.netlify.app/?id=883,"https://www.google.com/maps/@?api=1&map_action=map&center=58.2259,-4.91016&zoom=15&basemap=satellite",0.718,1.24,1.6
884,Loch a' Choire Leith,Scotland,,18675,419.0,205,57.57819,-4.80645,https://tarns.netlify.app/?id=884,"https://www.google.com/maps/@?api=1&map_action=map&center=57.57819,-4.80645&zoom=15&basemap=satellite",0.716,1.24,1.87
885,Loch na Ciche,Scotland,,27682,418.8,339,58.00226,-5.02358,https://tarns.netlify.app/?id=885,"https://www.google.com/maps/@?api=1&map_action=map&center=58.00226,-5.02358&zoom=15&basemap=satellite",0.504,2.07,2.77
886,(unnamed),Scotland,,16145,418.6,194,58.00414,-5.01956,https://tarns.netlify.app/?id=886,"https://www.google.com/maps/@?api=1&map_action=map&center=58.00414,-5.01956&zoom=15&basemap=satellite",0.683,1.47,1.61
887,Llynnau Cerrig-y-myllt,Wales,lake,22017,418.5,328,53.00487,-4.03956,https://tarns.netlify.app/?id=887,"https://www.google.com/maps/@?api=1&map_action=map&center=53.00487,-4.03956&zoom=15&basemap=satellite",0.346,1.42,2.2
888,(unnamed),Scotland,,16709,418.1,248,56.29946,-5.17841,https://tarns.netlify.app/?id=888,"https://www.google.com/maps/@?api=1&map_action=map&center=56.29946,-5.17841&zoom=15&basemap=satellite",0.61,2.2,1.67
889,(unnamed),Scotland,pond,5902,417.9,181,57.92728,-5.03169,https://tarns.netlify.app/?id=889,"https://www.google.com/maps/@?api=1&map_action=map&center=57.92728,-5.03169&zoom=15&basemap=satellite",0.515,2.67,0.59
890,(unnamed),Scotland,,48320,417.7,490,58.12864,-5.03418,https://tarns.netlify.app/?id=890,"https://www.google.com/maps/@?api=1&map_action=map&center=58.12864,-5.03418&zoom=15&basemap=satellite",0.524,2.58,4.83
891,Lochain Ceann na Moine,Scotland,,21187,417.4,793,57.65595,-5.1956,https://tarns.netlify.app/?id=891,"https://www.google.com/maps/@?api=1&map_action=map&center=57.65595,-5.1956&zoom=15&basemap=satellite",0.057,1.61,2.12
892,Loch Con,Scotland,,291994,417.4,1437,56.78405,-4.15007,https://tarns.netlify.app/?id=892,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78405,-4.15007&zoom=15&basemap=satellite",0.434,3.01,29.2
893,Loch a' Ghobha-Dhuibh,Scotland,,413360,417.3,942,58.40953,-4.57405,https://tarns.netlify.app/?id=893,"https://www.google.com/maps/@?api=1&map_action=map&center=58.40953,-4.57405&zoom=15&basemap=satellite",0.719,1.52,41.34
894,(unnamed),Scotland,,14235,417.2,176,57.11045,-4.96865,https://tarns.netlify.app/?id=894,"https://www.google.com/maps/@?api=1&map_action=map&center=57.11045,-4.96865&zoom=15&basemap=satellite",0.605,1.12,1.42
895,(unnamed),Wales,,6570,416.9,250,53.14307,-4.09124,https://tarns.netlify.app/?id=895,"https://www.google.com/maps/@?api=1&map_action=map&center=53.14307,-4.09124&zoom=15&basemap=satellite",0.222,2.1,0.66
896,Lochan na Craoibhe,Scotland,,7763,416.8,151,57.00185,-5.4984,https://tarns.netlify.app/?id=896,"https://www.google.com/maps/@?api=1&map_action=map&center=57.00185,-5.4984&zoom=15&basemap=satellite",0.722,2.05,0.78
897,(unnamed),Scotland,,45257,416.8,314,58.22905,-4.90599,https://tarns.netlify.app/?id=897,"https://www.google.com/maps/@?api=1&map_action=map&center=58.22905,-4.90599&zoom=15&basemap=satellite",0.682,1.16,4.53
898,(unnamed),Scotland,,5833,416.7,104,56.25446,-5.178,https://tarns.netlify.app/?id=898,"https://www.google.com/maps/@?api=1&map_action=map&center=56.25446,-5.178&zoom=15&basemap=satellite",0.657,1.02,0.58
899,Loch Ille Mhor,Scotland,,63703,416.2,377,57.36591,-3.77255,https://tarns.netlify.app/?id=899,"https://www.google.com/maps/@?api=1&map_action=map&center=57.36591,-3.77255&zoom=15&basemap=satellite",0.68,1.36,6.37
900,Carlochy,Scotland,lake,38729,416.2,285,56.89746,-2.99314,https://tarns.netlify.app/?id=900,"https://www.google.com/maps/@?api=1&map_action=map&center=56.89746,-2.99314&zoom=15&basemap=satellite",0.719,1.47,3.87
901,Loch Coire an Ruadh-staic,Scotland,lake,119394,415.8,522,57.48291,-5.4706,https://tarns.netlify.app/?id=901,"https://www.google.com/maps/@?api=1&map_action=map&center=57.48291,-5.4706&zoom=15&basemap=satellite",0.653,1.43,11.94
902,(unnamed),Scotland,,17927,415.8,233,57.62978,-5.30132,https://tarns.netlify.app/?id=902,"https://www.google.com/maps/@?api=1&map_action=map&center=57.62978,-5.30132&zoom=15&basemap=satellite",0.619,1.67,1.79
903,(unnamed),Scotland,,16552,415.8,240,57.63134,-5.30024,https://tarns.netlify.app/?id=903,"https://www.google.com/maps/@?api=1&map_action=map&center=57.63134,-5.30024&zoom=15&basemap=satellite",0.495,1.43,1.66
904,Loch an Turaraich,Scotland,,14538,415.7,216,57.48286,-5.53084,https://tarns.netlify.app/?id=904,"https://www.google.com/maps/@?api=1&map_action=map&center=57.48286,-5.53084&zoom=15&basemap=satellite",0.56,1.8,1.45
905,(unnamed),Scotland,,84511,415.7,1403,56.78192,-4.25508,https://tarns.netlify.app/?id=905,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78192,-4.25508&zoom=15&basemap=satellite",0.117,2.71,8.45
906,(unnamed),Scotland,,5058,415.7,505,57.59842,-5.41293,https://tarns.netlify.app/?id=906,"https://www.google.com/maps/@?api=1&map_action=map&center=57.59842,-5.41293&zoom=15&basemap=satellite",0.088,4.42,0.51
907,Lochan Duin,Scotland,,18397,415.5,222,56.35857,-4.72893,https://tarns.netlify.app/?id=907,"https://www.google.com/maps/@?api=1&map_action=map&center=56.35857,-4.72893&zoom=15&basemap=satellite",0.697,1.86,1.84
908,Tarn Dub,England,,5143,415.3,183,54.65328,-2.22819,https://tarns.netlify.app/?id=908,"https://www.google.com/maps/@?api=1&map_action=map&center=54.65328,-2.22819&zoom=15&basemap=satellite",0.462,2.86,0.51
909,Coity Pond,Wales,,21674,415.2,475,51.77474,-3.1131,https://tarns.netlify.app/?id=909,"https://www.google.com/maps/@?api=1&map_action=map&center=51.77474,-3.1131&zoom=15&basemap=satellite",0.82,8.53,2.17
910,Loch a' Gharbh-chorie,Scotland,lake,29060,415.1,348,57.17997,-3.63491,https://tarns.netlify.app/?id=910,"https://www.google.com/maps/@?api=1&map_action=map&center=57.17997,-3.63491&zoom=15&basemap=satellite",0.372,1.48,2.91
911,Cochran's Dam,England,,7700,415.0,177,54.72588,-2.17109,https://tarns.netlify.app/?id=911,"https://www.google.com/maps/@?api=1&map_action=map&center=54.72588,-2.17109&zoom=15&basemap=satellite",0.856,3.46,0.77
912,Loch Tinker,Scotland,,123091,414.8,734,56.22776,-4.50847,https://tarns.netlify.app/?id=912,"https://www.google.com/maps/@?api=1&map_action=map&center=56.22776,-4.50847&zoom=15&basemap=satellite",0.499,2.07,12.31
913,(unnamed),Scotland,,12057,414.6,488,56.83313,-4.23113,https://tarns.netlify.app/?id=913,"https://www.google.com/maps/@?api=1&map_action=map&center=56.83313,-4.23113&zoom=15&basemap=satellite",0.205,4.04,1.21
914,Loch nan Clachan Dubha,Scotland,lake,37667,414.4,446,57.52015,-4.74493,https://tarns.netlify.app/?id=914,"https://www.google.com/maps/@?api=1&map_action=map&center=57.52015,-4.74493&zoom=15&basemap=satellite",0.603,3.17,3.77
915,(unnamed),Scotland,,5773,414.4,134,57.65742,-5.19519,https://tarns.netlify.app/?id=915,"https://www.google.com/maps/@?api=1&map_action=map&center=57.65742,-5.19519&zoom=15&basemap=satellite",0.656,1.93,0.58
916,Lochan Fada,Scotland,,74821,414.2,679,57.76933,-5.18226,https://tarns.netlify.app/?id=916,"https://www.google.com/maps/@?api=1&map_action=map&center=57.76933,-5.18226&zoom=15&basemap=satellite",0.536,3.17,7.48
917,(unnamed),Scotland,,11730,414.0,323,56.82735,-4.22793,https://tarns.netlify.app/?id=917,"https://www.google.com/maps/@?api=1&map_action=map&center=56.82735,-4.22793&zoom=15&basemap=satellite",0.427,3.79,1.17
918,(unnamed),Scotland,,18783,414.0,280,56.83078,-4.23109,https://tarns.netlify.app/?id=918,"https://www.google.com/maps/@?api=1&map_action=map&center=56.83078,-4.23109&zoom=15&basemap=satellite",0.421,1.37,1.88
919,Gorm Loch Mor,Scotland,,277424,413.9,1179,57.71168,-5.35463,https://tarns.netlify.app/?id=919,"https://www.google.com/maps/@?api=1&map_action=map&center=57.71168,-5.35463&zoom=15&basemap=satellite",0.604,3.01,27.74
920,(unnamed),Scotland,,7636,413.9,216,56.60891,-5.32473,https://tarns.netlify.app/?id=920,"https://www.google.com/maps/@?api=1&map_action=map&center=56.60891,-5.32473&zoom=15&basemap=satellite",0.607,3.63,0.76
921,(unnamed),Scotland,,17368,413.8,259,57.78919,-5.12012,https://tarns.netlify.app/?id=921,"https://www.google.com/maps/@?api=1&map_action=map&center=57.78919,-5.12012&zoom=15&basemap=satellite",0.599,2.02,1.74
922,(unnamed),Scotland,,6340,413.6,113,57.79797,-5.17902,https://tarns.netlify.app/?id=922,"https://www.google.com/maps/@?api=1&map_action=map&center=57.79797,-5.17902&zoom=15&basemap=satellite",0.743,1.34,0.63
923,(unnamed),Scotland,pond,6508,413.5,162,57.88042,-5.05784,https://tarns.netlify.app/?id=923,"https://www.google.com/maps/@?api=1&map_action=map&center=57.88042,-5.05784&zoom=15&basemap=satellite",0.72,2.75,0.65
924,(unnamed),Scotland,pond,6787,413.5,197,57.88066,-5.06066,https://tarns.netlify.app/?id=924,"https://www.google.com/maps/@?api=1&map_action=map&center=57.88066,-5.06066&zoom=15&basemap=satellite",0.593,3.28,0.68
925,Loch Crannach,Scotland,,64053,413.2,333,56.78903,-3.54716,https://tarns.netlify.app/?id=925,"https://www.google.com/maps/@?api=1&map_action=map&center=56.78903,-3.54716&zoom=15&basemap=satellite",0.777,1.11,6.41
926,(unnamed),Scotland,,11367,412.6,152,57.18581,-3.60417,https://tarns.netlify.app/?id=926,"https://www.google.com/maps/@?api=1&map_action=map&center=57.18581,-3.60417&zoom=15&basemap=satellite",0.805,1.63,1.14
927,Llyn y Gafr,Wales,,26996,412.5,272,52.70944,-3.90993,https://tarns.netlify.app/?id=927,"https://www.google.com/maps/@?api=1&map_action=map&center=52.70944,-3.90993&zoom=15&basemap=satellite",0.669,1.06,2.7
928,Llyn Penrhaeadr,Wales,,71763,412.4,516,52.52262,-3.83951,https://tarns.netlify.app/?id=928,"https://www.google.com/maps/@?api=1&map_action=map&center=52.52262,-3.83951&zoom=15&basemap=satellite",0.632,2.34,7.18
929,(unnamed),Scotland,pond,11908,412.4,251,57.93657,-5.05274,https://tarns.netlify.app/?id=929,"https://www.google.com/maps/@?api=1&map_action=map&center=57.93657,-5.05274&zoom=15&basemap=satellite",0.604,3.17,1.19
930,Llyn Crych-y-waen,Wales,,5841,412.3,111,52.84815,-3.76296,https://tarns.netlify.app/?id=930,"https://www.google.com/maps/@?api=1&map_action=map&center=52.84815,-3.76296&zoom=15&basemap=satellite",0.649,1.25,0.58
931,Loch Curran,Scotland,,32287,412.2,253,56.72524,-3.55851,https://tarns.netlify.app/?id=931,"https://www.google.com/maps/@?api=1&map_action=map&center=56.72524,-3.55851&zoom=15&basemap=satellite",0.737,1.02,3.23
932,Pwll Rhyd-y-porthmyn,Wales,,11368,412.2,192,52.53133,-3.69971,https://tarns.netlify.app/?id=932,"https://www.google.com/maps/@?api=1&map_action=map&center=52.53133,-3.69971&zoom=15&basemap=satellite",0.567,1.51,1.14
933,(unnamed),Scotland,,18754,412.2,290,57.88167,-5.06109,https://tarns.netlify.app/?id=933,"https://www.google.com/maps/@?api=1&map_action=map&center=57.88167,-5.06109&zoom=15&basemap=satellite",0.523,2.34,1.88
